mount	product	tree	path	url	slug	branch	elsewhere
sources-layered-ocp4.18	openshift-external-secrets-operator	external-secrets-operator-459afe6ba712	bitwarden-sdk-server	https://github.com/openshift/external-secrets-bitwarden-sdk-server.git	openshift/external-secrets-bitwarden-sdk-server		
sources-layered-ocp4.18	openshift-pipelines-operator-rh	pipelines-webhook-b7c05dd57af2	dependencies/tini	https://github.com/krallin/tini.git	krallin/tini		
sources-layered-ocp4.18	policy-controller-operator	policy-controller-rhel9-operator-f60ef2ad6dd3	website/themes/docsy	https://github.com/asmacdo/docsy.git	asmacdo/docsy		
sources-layered-ocp4.18	skupper-netobs-operator	skupper-network-observer-rhel9-operator-ebd9b5ae4dd0	website/themes/docsy	https://github.com/asmacdo/docsy.git	asmacdo/docsy		
sources-layered-ocp4.18	topology-aware-lifecycle-manager	topology-aware-lifecycle-manager-rhel9-operator-fc72a584953e	telco5g-konflux	https://github.com/openshift-kni/telco5g-konflux.git	openshift-kni/telco5g-konflux		
sources-layered-ocp4.19	acm	multicluster-operators-subscription-25eff3f7e2e1	external/helm	https://github.com/helm/helm	helm/helm	v3.21.0	
sources-layered-ocp4.19	ansible-cloud-addons-operator	aap-cloud-billing-rhel8-operator-cd72f06507c3	website/themes/docsy	https://github.com/asmacdo/docsy.git	asmacdo/docsy		
sources-layered-ocp4.19	ansible-cloud-addons-operator	aap-cloud-ui-rhel8-operator-4ea578227267	website/themes/docsy	https://github.com/asmacdo/docsy.git	asmacdo/docsy		
sources-layered-ocp4.19	cluster-observability-operator	cluster-observability-rhel9-operator-179b87de3d04/korrel8r	client	git@github.com:korrel8r/client.git	korrel8r/client		sources-layered-ocp4.19:by-repo/client
sources-layered-ocp4.19	cluster-observability-operator	cluster-observability-rhel9-operator-179b87de3d04/korrel8r	operator	git@github.com:alanconway/operator.git	alanconway/operator		sources-layered-ocp4.19:by-repo/operator
sources-layered-ocp4.19	cluster-observability-operator	obo-prometheus-operator-admission-webhook-0dc9ab7b559f/korrel8r	client	git@github.com:korrel8r/client.git	korrel8r/client		sources-layered-ocp4.19:by-repo/client
sources-layered-ocp4.19	cluster-observability-operator	obo-prometheus-operator-admission-webhook-0dc9ab7b559f/korrel8r	operator	git@github.com:alanconway/operator.git	alanconway/operator		sources-layered-ocp4.19:by-repo/operator
sources-layered-ocp4.19	cluster-observability-operator	obo-prometheus-operator-prometheus-config-reloader-0dc9ab7b559f/korrel8r	client	git@github.com:korrel8r/client.git	korrel8r/client		sources-layered-ocp4.19:by-repo/client
sources-layered-ocp4.19	cluster-observability-operator	obo-prometheus-operator-prometheus-config-reloader-0dc9ab7b559f/korrel8r	operator	git@github.com:alanconway/operator.git	alanconway/operator		sources-layered-ocp4.19:by-repo/operator
sources-layered-ocp4.19	cluster-observability-operator	prometheus-0dc9ab7b559f/korrel8r	client	git@github.com:korrel8r/client.git	korrel8r/client		sources-layered-ocp4.19:by-repo/client
sources-layered-ocp4.19	cluster-observability-operator	prometheus-0dc9ab7b559f/korrel8r	operator	git@github.com:alanconway/operator.git	alanconway/operator		sources-layered-ocp4.19:by-repo/operator
sources-layered-ocp4.19	dpu-operator	ose-dpu-daemon-7dde44e1f4b0	cluster-deployment-automation	https://github.com/bn222/cluster-deployment-automation	bn222/cluster-deployment-automation		
sources-layered-ocp4.19	dpu-operator	ose-dpu-daemon-7dde44e1f4b0	kubernetes-traffic-flow-tests	https://github.com/ovn-kubernetes/kubernetes-traffic-flow-tests	ovn-kubernetes/kubernetes-traffic-flow-tests		
sources-layered-ocp4.19	dpu-operator	ose-dpu-rhel9-operator-f6a84cefba43	cluster-deployment-automation	https://github.com/bn222/cluster-deployment-automation	bn222/cluster-deployment-automation		
sources-layered-ocp4.19	dpu-operator	ose-dpu-rhel9-operator-f6a84cefba43	kubernetes-traffic-flow-tests	https://github.com/ovn-kubernetes/kubernetes-traffic-flow-tests	ovn-kubernetes/kubernetes-traffic-flow-tests		
sources-layered-ocp4.19	loki-operator	logging-loki-8088a9a77454	operator/website/themes/doks	https://github.com/h-enk/doks.git	h-enk/doks		
sources-layered-ocp4.19	loki-operator	loki-rhel9-operator-0a7d34b97970	operator/website/themes/doks	https://github.com/h-enk/doks.git	h-enk/doks		
sources-layered-ocp4.19	mta-operator	mta-cli-86aee21ca10d	hack/build/windup-rulesets	https://github.com/windup/windup-rulesets	windup/windup-rulesets		
sources-layered-ocp4.19	mta-operator	mta-go-external-provider-522dfea48b9e	hack/build/tools	https://github.com/golang/tools	golang/tools		
sources-layered-ocp4.19	mta-operator	mta-hub-23c91e53a26a	hack/build/tini	https://github.com/krallin/tini.git	krallin/tini		
sources-layered-ocp4.19	mta-operator	mta-java-external-provider-55b6374c9e47	hack/build/tools	https://github.com/golang/tools	golang/tools		
sources-layered-ocp4.19	mta-operator	mta-nodejs-external-provider-fecd932a3171	hack/build/tools	https://github.com/golang/tools	golang/tools		
sources-layered-ocp4.19	mta-operator	mta-python-external-provider-8621c3773ce4	hack/build/tools	https://github.com/golang/tools	golang/tools		
sources-layered-ocp4.19	netobserv-operator	logging-loki-4ef03f55999a	operator/website/themes/doks	https://github.com/h-enk/doks.git	h-enk/doks		
sources-layered-ocp4.19	openshift-cert-manager-operator	cert-manager-operator-fbb480da9759	trust-manager	https://github.com/openshift/cert-manager-trust-manager.git	openshift/cert-manager-trust-manager		
sources-layered-ocp4.19	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-operator-2cfe7769c737	custom-metrics-autoscaler-operator	https://github.com/openshift/custom-metrics-autoscaler-operator	openshift/custom-metrics-autoscaler-operator		sources-ocp4.19-operators:by-repo/custom-metrics-autoscaler-operator
sources-layered-ocp4.19	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-operator-2cfe7769c737	kedacore-http-add-on	https://github.com/openshift/kedacore-http-add-on	openshift/kedacore-http-add-on		
sources-layered-ocp4.19	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-operator-2cfe7769c737	kedacore-keda	https://github.com/openshift/kedacore-keda	openshift/kedacore-keda		
sources-layered-ocp4.19	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-operator-2cfe7769c737	tools/controller-tools	https://github.com/kubernetes-sigs/controller-tools.git	kubernetes-sigs/controller-tools		
sources-layered-ocp4.19	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-operator-2cfe7769c737	tools/mock	https://github.com/uber-go/mock	uber-go/mock		
sources-layered-ocp4.19	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-operator-2cfe7769c737	tools/protobuf	https://github.com/protocolbuffers/protobuf.git	protocolbuffers/protobuf		
sources-layered-ocp4.19	openshift-pipelines-operator-rh	pipelines-resolvers-b7c05dd57af2	dependencies/tini	https://github.com/krallin/tini.git	krallin/tini		
sources-layered-ocp4.19	policy-controller-operator	policy-controller-rhel9-operator-f60ef2ad6dd3	website/themes/docsy	https://github.com/asmacdo/docsy.git	asmacdo/docsy		
sources-layered-ocp4.19	rhoai	odh-dashboard-ae06f04f41a2	packages/lm-eval/upstream	https://github.com/trustyai-explainability/trustyai-dashboard.git	trustyai-explainability/trustyai-dashboard		
sources-layered-ocp4.19	rhoai	odh-mod-arch-gen-ai-2bc2f89b522e	packages/lm-eval/upstream	https://github.com/trustyai-explainability/trustyai-dashboard.git	trustyai-explainability/trustyai-dashboard		
sources-layered-ocp4.19	rhoai	odh-pipeline-runtime-datascience-cpu-py312-2fa49680ab49	codeserver/ubi9-python-3.12/prefetch-input/code-server	https://github.com/coder/code-server.git	coder/code-server		
sources-layered-ocp4.19	rhoai	odh-pipeline-runtime-datascience-cpu-py312-2fa49680ab49	prefetch-input/mongocli	https://github.com/mongodb/mongodb-cli	mongodb/mongodb-cli		
sources-layered-ocp4.19	rhoai	odh-workload-variant-autoscaler-controller-c7017cede46c	sample-data	https://github.com/llm-inferno/sample-data	llm-inferno/sample-data		
sources-layered-ocp4.19	rhoai	perses-f56f679e2a5f/korrel8r	client	git@github.com:korrel8r/client.git	korrel8r/client		sources-layered-ocp4.19:by-repo/client
sources-layered-ocp4.19	rhoai	perses-f56f679e2a5f/korrel8r	operator	git@github.com:alanconway/operator.git	alanconway/operator		sources-layered-ocp4.19:by-repo/operator
sources-layered-ocp4.19	skupper-netobs-operator	skupper-network-observer-rhel9-operator-ebd9b5ae4dd0	website/themes/docsy	https://github.com/asmacdo/docsy.git	asmacdo/docsy		
sources-layered-ocp4.19	topology-aware-lifecycle-manager	topology-aware-lifecycle-manager-aztp-e789bdc24da5	telco5g-konflux	https://github.com/openshift-kni/telco5g-konflux.git	openshift-kni/telco5g-konflux		
sources-layered-ocp4.19	topology-aware-lifecycle-manager	topology-aware-lifecycle-manager-recovery-e789bdc24da5	telco5g-konflux	https://github.com/openshift-kni/telco5g-konflux.git	openshift-kni/telco5g-konflux		
sources-layered-ocp4.20	acm	multicluster-operators-subscription-25eff3f7e2e1	external/helm	https://github.com/helm/helm	helm/helm	v3.21.0	
sources-layered-ocp4.20	cluster-observability-operator	cluster-observability-rhel9-operator-179b87de3d04/korrel8r	client	git@github.com:korrel8r/client.git	korrel8r/client		sources-layered-ocp4.20:by-repo/client
sources-layered-ocp4.20	cluster-observability-operator	cluster-observability-rhel9-operator-179b87de3d04/korrel8r	operator	git@github.com:alanconway/operator.git	alanconway/operator		sources-layered-ocp4.20:by-repo/operator
sources-layered-ocp4.20	cluster-observability-operator	obo-prometheus-operator-prometheus-config-reloader-0dc9ab7b559f/korrel8r	client	git@github.com:korrel8r/client.git	korrel8r/client		sources-layered-ocp4.20:by-repo/client
sources-layered-ocp4.20	cluster-observability-operator	obo-prometheus-operator-prometheus-config-reloader-0dc9ab7b559f/korrel8r	operator	git@github.com:alanconway/operator.git	alanconway/operator		sources-layered-ocp4.20:by-repo/operator
sources-layered-ocp4.20	cluster-observability-operator	thanos-0dc9ab7b559f/korrel8r	client	git@github.com:korrel8r/client.git	korrel8r/client		sources-layered-ocp4.20:by-repo/client
sources-layered-ocp4.20	cluster-observability-operator	thanos-0dc9ab7b559f/korrel8r	operator	git@github.com:alanconway/operator.git	alanconway/operator		sources-layered-ocp4.20:by-repo/operator
sources-layered-ocp4.20	dpu-operator	ose-dpu-daemon-f3cc4fc7e5eb	cluster-deployment-automation	https://github.com/bn222/cluster-deployment-automation	bn222/cluster-deployment-automation		
sources-layered-ocp4.20	dpu-operator	ose-dpu-daemon-f3cc4fc7e5eb	kubernetes-traffic-flow-tests	https://github.com/ovn-kubernetes/kubernetes-traffic-flow-tests	ovn-kubernetes/kubernetes-traffic-flow-tests		
sources-layered-ocp4.20	dpu-operator	ose-dpu-rhel9-operator-1e7fba680d18	cluster-deployment-automation	https://github.com/bn222/cluster-deployment-automation	bn222/cluster-deployment-automation		
sources-layered-ocp4.20	dpu-operator	ose-dpu-rhel9-operator-1e7fba680d18	kubernetes-traffic-flow-tests	https://github.com/ovn-kubernetes/kubernetes-traffic-flow-tests	ovn-kubernetes/kubernetes-traffic-flow-tests		
sources-layered-ocp4.20	loki-operator	logging-loki-458d057795da	operator/website/themes/doks	https://github.com/h-enk/doks.git	h-enk/doks		
sources-layered-ocp4.20	loki-operator	loki-rhel9-operator-fdb9915c4304	operator/website/themes/doks	https://github.com/h-enk/doks.git	h-enk/doks		
sources-layered-ocp4.20	mta-operator	mta-cli-86aee21ca10d	hack/build/windup-rulesets	https://github.com/windup/windup-rulesets	windup/windup-rulesets		
sources-layered-ocp4.20	mta-operator	mta-go-external-provider-522dfea48b9e	hack/build/tools	https://github.com/golang/tools	golang/tools		
sources-layered-ocp4.20	mta-operator	mta-hub-23c91e53a26a	hack/build/tini	https://github.com/krallin/tini.git	krallin/tini		
sources-layered-ocp4.20	mta-operator	mta-java-external-provider-55b6374c9e47	hack/build/tools	https://github.com/golang/tools	golang/tools		
sources-layered-ocp4.20	mta-operator	mta-nodejs-external-provider-fecd932a3171	hack/build/tools	https://github.com/golang/tools	golang/tools		
sources-layered-ocp4.20	mta-operator	mta-python-external-provider-8621c3773ce4	hack/build/tools	https://github.com/golang/tools	golang/tools		
sources-layered-ocp4.20	netobserv-operator	logging-loki-4ef03f55999a	operator/website/themes/doks	https://github.com/h-enk/doks.git	h-enk/doks		
sources-layered-ocp4.20	openshift-cert-manager-operator	jetstack-cert-manager-fbb480da9759	trust-manager	https://github.com/openshift/cert-manager-trust-manager.git	openshift/cert-manager-trust-manager		
sources-layered-ocp4.20	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-operator-2cfe7769c737	custom-metrics-autoscaler-operator	https://github.com/openshift/custom-metrics-autoscaler-operator	openshift/custom-metrics-autoscaler-operator		sources-ocp4.20-operators:by-repo/custom-metrics-autoscaler-operator
sources-layered-ocp4.20	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-operator-2cfe7769c737	kedacore-http-add-on	https://github.com/openshift/kedacore-http-add-on	openshift/kedacore-http-add-on		
sources-layered-ocp4.20	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-operator-2cfe7769c737	kedacore-keda	https://github.com/openshift/kedacore-keda	openshift/kedacore-keda		
sources-layered-ocp4.20	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-operator-2cfe7769c737	tools/controller-tools	https://github.com/kubernetes-sigs/controller-tools.git	kubernetes-sigs/controller-tools		
sources-layered-ocp4.20	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-operator-2cfe7769c737	tools/mock	https://github.com/uber-go/mock	uber-go/mock		
sources-layered-ocp4.20	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-operator-2cfe7769c737	tools/protobuf	https://github.com/protocolbuffers/protobuf.git	protocolbuffers/protobuf		
sources-layered-ocp4.20	openshift-pipelines-operator-rh	pipelines-controller-b7c05dd57af2	dependencies/tini	https://github.com/krallin/tini.git	krallin/tini		
sources-layered-ocp4.20	policy-controller-operator	policy-controller-rhel9-operator-f60ef2ad6dd3	website/themes/docsy	https://github.com/asmacdo/docsy.git	asmacdo/docsy		
sources-layered-ocp4.20	rhoai	odh-dashboard-ae06f04f41a2	packages/lm-eval/upstream	https://github.com/trustyai-explainability/trustyai-dashboard.git	trustyai-explainability/trustyai-dashboard		
sources-layered-ocp4.20	rhoai	odh-mod-arch-gen-ai-2bc2f89b522e	packages/lm-eval/upstream	https://github.com/trustyai-explainability/trustyai-dashboard.git	trustyai-explainability/trustyai-dashboard		
sources-layered-ocp4.20	rhoai	odh-pipeline-runtime-datascience-cpu-py312-2fa49680ab49	codeserver/ubi9-python-3.12/prefetch-input/code-server	https://github.com/coder/code-server.git	coder/code-server		
sources-layered-ocp4.20	rhoai	odh-pipeline-runtime-datascience-cpu-py312-2fa49680ab49	prefetch-input/mongocli	https://github.com/mongodb/mongodb-cli	mongodb/mongodb-cli		
sources-layered-ocp4.20	rhoai	odh-workload-variant-autoscaler-controller-c7017cede46c	sample-data	https://github.com/llm-inferno/sample-data	llm-inferno/sample-data		
sources-layered-ocp4.20	rhoai	perses-f56f679e2a5f/korrel8r	client	git@github.com:korrel8r/client.git	korrel8r/client		sources-layered-ocp4.20:by-repo/client
sources-layered-ocp4.20	rhoai	perses-f56f679e2a5f/korrel8r	operator	git@github.com:alanconway/operator.git	alanconway/operator		sources-layered-ocp4.20:by-repo/operator
sources-layered-ocp4.20	skupper-netobs-operator	skupper-network-observer-rhel9-operator-ebd9b5ae4dd0	website/themes/docsy	https://github.com/asmacdo/docsy.git	asmacdo/docsy		
sources-layered-ocp4.20	topology-aware-lifecycle-manager	topology-aware-lifecycle-manager-aztp-fb139c34f1df	telco5g-konflux	https://github.com/openshift-kni/telco5g-konflux.git	openshift-kni/telco5g-konflux		
sources-layered-ocp4.20	topology-aware-lifecycle-manager	topology-aware-lifecycle-manager-precache-fb139c34f1df	telco5g-konflux	https://github.com/openshift-kni/telco5g-konflux.git	openshift-kni/telco5g-konflux		
sources-layered-ocp4.21	acm	multicluster-operators-subscription-25eff3f7e2e1	external/helm	https://github.com/helm/helm	helm/helm	v3.21.0	
sources-layered-ocp4.21	ansible-cloud-addons-operator	aap-cloud-billing-rhel8-operator-cd72f06507c3	website/themes/docsy	https://github.com/asmacdo/docsy.git	asmacdo/docsy		
sources-layered-ocp4.21	ansible-cloud-addons-operator	aap-cloud-ui-rhel8-operator-4ea578227267	website/themes/docsy	https://github.com/asmacdo/docsy.git	asmacdo/docsy		
sources-layered-ocp4.21	cluster-observability-operator	alertmanager-0dc9ab7b559f/korrel8r	client	git@github.com:korrel8r/client.git	korrel8r/client		sources-layered-ocp4.21:by-repo/client
sources-layered-ocp4.21	cluster-observability-operator	alertmanager-0dc9ab7b559f/korrel8r	operator	git@github.com:alanconway/operator.git	alanconway/operator		sources-layered-ocp4.21:by-repo/operator
sources-layered-ocp4.21	cluster-observability-operator	cluster-observability-rhel9-operator-179b87de3d04/korrel8r	client	git@github.com:korrel8r/client.git	korrel8r/client		sources-layered-ocp4.21:by-repo/client
sources-layered-ocp4.21	cluster-observability-operator	cluster-observability-rhel9-operator-179b87de3d04/korrel8r	operator	git@github.com:alanconway/operator.git	alanconway/operator		sources-layered-ocp4.21:by-repo/operator
sources-layered-ocp4.21	cluster-observability-operator	prometheus-0dc9ab7b559f/korrel8r	client	git@github.com:korrel8r/client.git	korrel8r/client		sources-layered-ocp4.21:by-repo/client
sources-layered-ocp4.21	cluster-observability-operator	prometheus-0dc9ab7b559f/korrel8r	operator	git@github.com:alanconway/operator.git	alanconway/operator		sources-layered-ocp4.21:by-repo/operator
sources-layered-ocp4.21	cluster-observability-operator	thanos-0dc9ab7b559f/korrel8r	client	git@github.com:korrel8r/client.git	korrel8r/client		sources-layered-ocp4.21:by-repo/client
sources-layered-ocp4.21	cluster-observability-operator	thanos-0dc9ab7b559f/korrel8r	operator	git@github.com:alanconway/operator.git	alanconway/operator		sources-layered-ocp4.21:by-repo/operator
sources-layered-ocp4.21	loki-operator	logging-loki-458d057795da	operator/website/themes/doks	https://github.com/h-enk/doks.git	h-enk/doks		
sources-layered-ocp4.21	loki-operator	loki-rhel9-operator-fdb9915c4304	operator/website/themes/doks	https://github.com/h-enk/doks.git	h-enk/doks		
sources-layered-ocp4.21	mta-operator	mta-cli-86aee21ca10d	hack/build/windup-rulesets	https://github.com/windup/windup-rulesets	windup/windup-rulesets		
sources-layered-ocp4.21	mta-operator	mta-go-external-provider-522dfea48b9e	hack/build/tools	https://github.com/golang/tools	golang/tools		
sources-layered-ocp4.21	mta-operator	mta-hub-23c91e53a26a	hack/build/tini	https://github.com/krallin/tini.git	krallin/tini		
sources-layered-ocp4.21	mta-operator	mta-java-external-provider-55b6374c9e47	hack/build/tools	https://github.com/golang/tools	golang/tools		
sources-layered-ocp4.21	mta-operator	mta-nodejs-external-provider-fecd932a3171	hack/build/tools	https://github.com/golang/tools	golang/tools		
sources-layered-ocp4.21	mta-operator	mta-python-external-provider-8621c3773ce4	hack/build/tools	https://github.com/golang/tools	golang/tools		
sources-layered-ocp4.21	netobserv-operator	logging-loki-4ef03f55999a	operator/website/themes/doks	https://github.com/h-enk/doks.git	h-enk/doks		
sources-layered-ocp4.21	openshift-cert-manager-operator	cert-manager-istio-csr-fbb480da9759	trust-manager	https://github.com/openshift/cert-manager-trust-manager.git	openshift/cert-manager-trust-manager		
sources-layered-ocp4.21	openshift-cert-manager-operator	cert-manager-operator-fbb480da9759	trust-manager	https://github.com/openshift/cert-manager-trust-manager.git	openshift/cert-manager-trust-manager		
sources-layered-ocp4.21	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-operator-2cfe7769c737	custom-metrics-autoscaler-operator	https://github.com/openshift/custom-metrics-autoscaler-operator	openshift/custom-metrics-autoscaler-operator		sources-ocp4.21-operators:by-repo/custom-metrics-autoscaler-operator
sources-layered-ocp4.21	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-operator-2cfe7769c737	kedacore-http-add-on	https://github.com/openshift/kedacore-http-add-on	openshift/kedacore-http-add-on		
sources-layered-ocp4.21	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-operator-2cfe7769c737	kedacore-keda	https://github.com/openshift/kedacore-keda	openshift/kedacore-keda		
sources-layered-ocp4.21	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-operator-2cfe7769c737	tools/controller-tools	https://github.com/kubernetes-sigs/controller-tools.git	kubernetes-sigs/controller-tools		
sources-layered-ocp4.21	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-operator-2cfe7769c737	tools/mock	https://github.com/uber-go/mock	uber-go/mock		
sources-layered-ocp4.21	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-operator-2cfe7769c737	tools/protobuf	https://github.com/protocolbuffers/protobuf.git	protocolbuffers/protobuf		
sources-layered-ocp4.21	openshift-pipelines-operator-rh	pipelines-events-b7c05dd57af2	dependencies/tini	https://github.com/krallin/tini.git	krallin/tini		
sources-layered-ocp4.21	policy-controller-operator	policy-controller-rhel9-operator-f60ef2ad6dd3	website/themes/docsy	https://github.com/asmacdo/docsy.git	asmacdo/docsy		
sources-layered-ocp4.21	rhoai	odh-dashboard-ae06f04f41a2	packages/lm-eval/upstream	https://github.com/trustyai-explainability/trustyai-dashboard.git	trustyai-explainability/trustyai-dashboard		
sources-layered-ocp4.21	rhoai	odh-mod-arch-gen-ai-2bc2f89b522e	packages/lm-eval/upstream	https://github.com/trustyai-explainability/trustyai-dashboard.git	trustyai-explainability/trustyai-dashboard		
sources-layered-ocp4.21	rhoai	odh-pipeline-runtime-datascience-cpu-py312-2fa49680ab49	codeserver/ubi9-python-3.12/prefetch-input/code-server	https://github.com/coder/code-server.git	coder/code-server		
sources-layered-ocp4.21	rhoai	odh-pipeline-runtime-datascience-cpu-py312-2fa49680ab49	prefetch-input/mongocli	https://github.com/mongodb/mongodb-cli	mongodb/mongodb-cli		
sources-layered-ocp4.21	rhoai	odh-pipeline-runtime-pytorch-cuda-py312-2fa49680ab49	codeserver/ubi9-python-3.12/prefetch-input/code-server	https://github.com/coder/code-server.git	coder/code-server		
sources-layered-ocp4.21	rhoai	odh-pipeline-runtime-pytorch-cuda-py312-2fa49680ab49	prefetch-input/mongocli	https://github.com/mongodb/mongodb-cli	mongodb/mongodb-cli		
sources-layered-ocp4.21	rhoai	odh-workload-variant-autoscaler-controller-c7017cede46c	sample-data	https://github.com/llm-inferno/sample-data	llm-inferno/sample-data		
sources-layered-ocp4.21	rhoai	perses-f56f679e2a5f/korrel8r	client	git@github.com:korrel8r/client.git	korrel8r/client		sources-layered-ocp4.21:by-repo/client
sources-layered-ocp4.21	rhoai	perses-f56f679e2a5f/korrel8r	operator	git@github.com:alanconway/operator.git	alanconway/operator		sources-layered-ocp4.21:by-repo/operator
sources-layered-ocp4.21	skupper-netobs-operator	skupper-network-observer-rhel9-operator-ebd9b5ae4dd0	website/themes/docsy	https://github.com/asmacdo/docsy.git	asmacdo/docsy		
sources-layered-ocp4.21	topology-aware-lifecycle-manager	topology-aware-lifecycle-manager-aztp-df99f012af66	telco5g-konflux	https://github.com/openshift-kni/telco5g-konflux.git	openshift-kni/telco5g-konflux		
sources-layered-ocp4.21	topology-aware-lifecycle-manager	topology-aware-lifecycle-manager-precache-df99f012af66	telco5g-konflux	https://github.com/openshift-kni/telco5g-konflux.git	openshift-kni/telco5g-konflux		
sources-layered-ocp4.22	acm	multicluster-operators-subscription-25eff3f7e2e1	external/helm	https://github.com/helm/helm	helm/helm	v3.21.0	
sources-layered-ocp4.22	ansible-cloud-addons-operator	aap-cloud-billing-rhel8-operator-cd72f06507c3	website/themes/docsy	https://github.com/asmacdo/docsy.git	asmacdo/docsy		
sources-layered-ocp4.22	ansible-cloud-addons-operator	aap-cloud-ui-rhel8-operator-4ea578227267	website/themes/docsy	https://github.com/asmacdo/docsy.git	asmacdo/docsy		
sources-layered-ocp4.22	cluster-observability-operator	alertmanager-0dc9ab7b559f/korrel8r	client	git@github.com:korrel8r/client.git	korrel8r/client		sources-layered-ocp4.22:by-repo/client
sources-layered-ocp4.22	cluster-observability-operator	alertmanager-0dc9ab7b559f/korrel8r	operator	git@github.com:alanconway/operator.git	alanconway/operator		sources-layered-ocp4.22:by-repo/operator
sources-layered-ocp4.22	cluster-observability-operator	cluster-observability-rhel9-operator-179b87de3d04/korrel8r	client	git@github.com:korrel8r/client.git	korrel8r/client		sources-layered-ocp4.22:by-repo/client
sources-layered-ocp4.22	cluster-observability-operator	cluster-observability-rhel9-operator-179b87de3d04/korrel8r	operator	git@github.com:alanconway/operator.git	alanconway/operator		sources-layered-ocp4.22:by-repo/operator
sources-layered-ocp4.22	cluster-observability-operator	obo-prometheus-operator-prometheus-config-reloader-0dc9ab7b559f/korrel8r	client	git@github.com:korrel8r/client.git	korrel8r/client		sources-layered-ocp4.22:by-repo/client
sources-layered-ocp4.22	cluster-observability-operator	obo-prometheus-operator-prometheus-config-reloader-0dc9ab7b559f/korrel8r	operator	git@github.com:alanconway/operator.git	alanconway/operator		sources-layered-ocp4.22:by-repo/operator
sources-layered-ocp4.22	cluster-observability-operator	thanos-0dc9ab7b559f/korrel8r	client	git@github.com:korrel8r/client.git	korrel8r/client		sources-layered-ocp4.22:by-repo/client
sources-layered-ocp4.22	cluster-observability-operator	thanos-0dc9ab7b559f/korrel8r	operator	git@github.com:alanconway/operator.git	alanconway/operator		sources-layered-ocp4.22:by-repo/operator
sources-layered-ocp4.22	dpu-operator	ose-dpu-daemon-955d8d1a0652	cluster-deployment-automation	https://github.com/bn222/cluster-deployment-automation	bn222/cluster-deployment-automation		
sources-layered-ocp4.22	dpu-operator	ose-dpu-daemon-955d8d1a0652	kubernetes-traffic-flow-tests	https://github.com/ovn-kubernetes/kubernetes-traffic-flow-tests	ovn-kubernetes/kubernetes-traffic-flow-tests		
sources-layered-ocp4.22	dpu-operator	ose-dpu-intel-ipu-p4sdk-ce5bde5ba58e	cluster-deployment-automation	https://github.com/bn222/cluster-deployment-automation	bn222/cluster-deployment-automation		
sources-layered-ocp4.22	dpu-operator	ose-dpu-intel-ipu-p4sdk-ce5bde5ba58e	kubernetes-traffic-flow-tests	https://github.com/ovn-kubernetes/kubernetes-traffic-flow-tests	ovn-kubernetes/kubernetes-traffic-flow-tests		
sources-layered-ocp4.22	dpu-operator	ose-dpu-intel-ipu-vsp-181df82ad1d2	cluster-deployment-automation	https://github.com/bn222/cluster-deployment-automation	bn222/cluster-deployment-automation		
sources-layered-ocp4.22	dpu-operator	ose-dpu-intel-ipu-vsp-181df82ad1d2	kubernetes-traffic-flow-tests	https://github.com/ovn-kubernetes/kubernetes-traffic-flow-tests	ovn-kubernetes/kubernetes-traffic-flow-tests		
sources-layered-ocp4.22	dpu-operator	ose-dpu-intel-netsec-vsp-91734f469c70	cluster-deployment-automation	https://github.com/bn222/cluster-deployment-automation	bn222/cluster-deployment-automation		
sources-layered-ocp4.22	dpu-operator	ose-dpu-intel-netsec-vsp-91734f469c70	kubernetes-traffic-flow-tests	https://github.com/ovn-kubernetes/kubernetes-traffic-flow-tests	ovn-kubernetes/kubernetes-traffic-flow-tests		
sources-layered-ocp4.22	dpu-operator	ose-dpu-marvell-cp-agent-1b33dddbacf0	cluster-deployment-automation	https://github.com/bn222/cluster-deployment-automation	bn222/cluster-deployment-automation		
sources-layered-ocp4.22	dpu-operator	ose-dpu-marvell-cp-agent-1b33dddbacf0	kubernetes-traffic-flow-tests	https://github.com/ovn-kubernetes/kubernetes-traffic-flow-tests	ovn-kubernetes/kubernetes-traffic-flow-tests		
